name,ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region,description
Dudhi halwa,"Bottle gourd, green, raisins, sugar, clarified butter",vegetarian,15,30,sweet,dessert,Gujarat,West,"Dudhi halwa is a vegetarian dessert from Gujarat in the West region of India. It has a sweet flavor. Preparation time is 15 minutes and cooking time is 30 minutes. Main ingredients include Bottle gourd, green, raisins, sugar, clarified butter."
Gatta curry,"Yogurt, besan, sauce, garam masala powder, gram flour",vegetarian,10,20,spicy,main course,Rajasthan,West,"Gatta curry is a vegetarian main course from Rajasthan in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Yogurt, besan, sauce, garam masala powder, gram flour."
Gud papdi,"Wheat flour, jaggery, clarified butter, sliced almonds",vegetarian,10,20,sweet,dessert,Gujarat,West,"Gud papdi is a vegetarian dessert from Gujarat in the West region of India. It has a sweet flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Wheat flour, jaggery, clarified butter, sliced almonds."
Ghooghra,"Dry fruits, semolina, all purpose flour",vegetarian,-1,-1,spicy,snack,Gujarat,West,"Ghooghra is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Dry fruits, semolina, all purpose flour."
Handwo,"Bottle gourd, chana dal, cabbage, urad dal, toor dal",vegetarian,20,30,spicy,snack,Gujarat,West,"Handwo is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 30 minutes. Main ingredients include Bottle gourd, chana dal, cabbage, urad dal, toor dal."
Halvasan,"Whole wheat rava, chia seed, lemon, edible gum, litre milk",vegetarian,-1,-1,sweet,dessert,Gujarat,West,"Halvasan is a vegetarian dessert from Gujarat in the West region of India. It has a sweet flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Whole wheat rava, chia seed, lemon, edible gum, litre milk."
Jeera Aloo,"Green chilies, lemon juice, chili powder, boiled potatoes",vegetarian,10,30,spicy,main course,Gujarat,West,"Jeera Aloo is a vegetarian main course from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 30 minutes. Main ingredients include Green chilies, lemon juice, chili powder, boiled potatoes."
Kansar,"Wheat flour, cashews, rapeseed oil",vegetarian,10,40,-1,main course,Gujarat,West,"Kansar is a vegetarian main course from Gujarat in the West region of India. It has a -1 flavor. Preparation time is 10 minutes and cooking time is 40 minutes. Main ingredients include Wheat flour, cashews, rapeseed oil."
Keri no ras,"Mango, sugar",vegetarian,10,10,sour,main course,Gujarat,West,"Keri no ras is a vegetarian main course from Gujarat in the West region of India. It has a sour flavor. Preparation time is 10 minutes and cooking time is 10 minutes. Main ingredients include Mango, sugar."
Khakhra,"Whole wheat flour, low fat, bengal gram flour",vegetarian,20,40,spicy,snack,Gujarat,West,"Khakhra is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 40 minutes. Main ingredients include Whole wheat flour, low fat, bengal gram flour."
Khandvi,"Green chili paste, white sesame seeds, gram flour, curry leaves, green chili",vegetarian,20,45,spicy,snack,Gujarat,West,"Khandvi is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 45 minutes. Main ingredients include Green chili paste, white sesame seeds, gram flour, curry leaves, green chili."
Kombdi vade,"Rice flour, urad dal, wheat flour, gram flour, turmeric",vegetarian,10,25,spicy,snack,Maharashtra,West,"Kombdi vade is a vegetarian snack from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 25 minutes. Main ingredients include Rice flour, urad dal, wheat flour, gram flour, turmeric."
Laapsi,"Cinnamon, jaggery, clarified butter, dry roasted",vegetarian,10,40,spicy,main course,Madhya Pradesh,Central,"Laapsi is a vegetarian main course from Madhya Pradesh in the Central region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 40 minutes. Main ingredients include Cinnamon, jaggery, clarified butter, dry roasted."
Koshimbir,"Cucumber, carrot, tomatoes, cilantro",vegetarian,10,10,spicy,main course,Maharashtra,West,"Koshimbir is a vegetarian main course from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 10 minutes. Main ingredients include Cucumber, carrot, tomatoes, cilantro."
Methi na Gota,"Rava, gram flour, lemon juice, turmeric, fenugreek leaves",vegetarian,15,30,bitter,main course,Gujarat,West,"Methi na Gota is a vegetarian main course from Gujarat in the West region of India. It has a bitter flavor. Preparation time is 15 minutes and cooking time is 30 minutes. Main ingredients include Rava, gram flour, lemon juice, turmeric, fenugreek leaves."
Mohanthal,"Rose water, pistachio, badam, bengal gram flour, saffron",vegetarian,5,45,sweet,dessert,Gujarat,West,"Mohanthal is a vegetarian dessert from Gujarat in the West region of India. It has a sweet flavor. Preparation time is 5 minutes and cooking time is 45 minutes. Main ingredients include Rose water, pistachio, badam, bengal gram flour, saffron."
Muthiya,"Bottle gourd, whole wheat flour, rava, sesame seeds, bengal gram flour",vegetarian,15,30,bitter,snack,Gujarat,West,"Muthiya is a vegetarian snack from Gujarat in the West region of India. It has a bitter flavor. Preparation time is 15 minutes and cooking time is 30 minutes. Main ingredients include Bottle gourd, whole wheat flour, rava, sesame seeds, bengal gram flour."
Patra,"Arbi ke patte, sesame seeds, gur, bengal gram flour, imli",vegetarian,10,40,spicy,snack,Gujarat,West,"Patra is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 40 minutes. Main ingredients include Arbi ke patte, sesame seeds, gur, bengal gram flour, imli."
Pav Bhaji,"Pav bhaji masala, gobi, potatoes, green peas, dinner rolls",vegetarian,20,40,spicy,main course,Maharashtra,West,"Pav Bhaji is a vegetarian main course from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 40 minutes. Main ingredients include Pav bhaji masala, gobi, potatoes, green peas, dinner rolls."
Puri Bhaji,"Aloo, urad dal, mustard, ginger, curry leaves",vegetarian,10,30,spicy,main course,Maharashtra,West,"Puri Bhaji is a vegetarian main course from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 30 minutes. Main ingredients include Aloo, urad dal, mustard, ginger, curry leaves."
Sabudana Khichadi,"Raw peanuts, sabudana, lemon, avocado oil, curry leaves, green chili",vegetarian,70,30,spicy,snack,Maharashtra,West,"Sabudana Khichadi is a vegetarian snack from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 70 minutes and cooking time is 30 minutes. Main ingredients include Raw peanuts, sabudana, lemon, avocado oil, curry leaves, green chili."
Sev khamani,"Khaman, pomegranate, sev, powdered sugar, garlic",vegetarian,20,30,spicy,main course,Gujarat,West,"Sev khamani is a vegetarian main course from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 30 minutes. Main ingredients include Khaman, pomegranate, sev, powdered sugar, garlic."
Sev tameta,"Sev, ginger, tomato, sugar",vegetarian,20,30,spicy,main course,Gujarat,West,"Sev tameta is a vegetarian main course from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 30 minutes. Main ingredients include Sev, ginger, tomato, sugar."
Namakpara,"Wheat flour, baking soda, all purpose flour, black pepper, sunflower oil",vegetarian,10,35,spicy,snack,Gujarat,West,"Namakpara is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 35 minutes. Main ingredients include Wheat flour, baking soda, all purpose flour, black pepper, sunflower oil."
Sukhdi,"Whole wheat flour, gur, clarified butter",vegetarian,10,20,sweet,dessert,Maharashtra,West,"Sukhdi is a vegetarian dessert from Maharashtra in the West region of India. It has a sweet flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Whole wheat flour, gur, clarified butter."
Surnoli,"Rice flakes, yogurt, raw rice, jaggery, grated coconut",vegetarian,60,10,spicy,snack,Maharashtra,West,"Surnoli is a vegetarian snack from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 60 minutes and cooking time is 10 minutes. Main ingredients include Rice flakes, yogurt, raw rice, jaggery, grated coconut."
Thalipeeth,"Whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds",vegetarian,25,30,spicy,main course,Maharashtra,West,"Thalipeeth is a vegetarian main course from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 25 minutes and cooking time is 30 minutes. Main ingredients include Whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds."
Undhiyu,"Sweet potato, surti papdi, baby potatoes, valor papdi, green peas",vegetarian,25,60,spicy,main course,Gujarat,West,"Undhiyu is a vegetarian main course from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 25 minutes and cooking time is 60 minutes. Main ingredients include Sweet potato, surti papdi, baby potatoes, valor papdi, green peas."
Veg Kolhapuri,"Gobi, potato, beans, khus khus, coconut",vegetarian,20,30,spicy,main course,Maharashtra,West,"Veg Kolhapuri is a vegetarian main course from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 30 minutes. Main ingredients include Gobi, potato, beans, khus khus, coconut."
Vindaloo,"Chicken, coconut oil, wine vinegar, ginger, green, cinnamon",non vegetarian,10,40,spicy,main course,Goa,West,"Vindaloo is a non vegetarian main course from Goa in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 40 minutes. Main ingredients include Chicken, coconut oil, wine vinegar, ginger, green, cinnamon."
Lilva Kachori,"Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour",vegetarian,30,6,spicy,snack,Gujarat,West,"Lilva Kachori is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 30 minutes and cooking time is 6 minutes. Main ingredients include Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour."
Mag Dhokli,"Moong beans, jaggery, red chillies, oil, salt",vegetarian,-1,-1,spicy,snack,Gujarat,West,"Mag Dhokli is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Moong beans, jaggery, red chillies, oil, salt."
Khichu,"Rice flour, sesame seeds, baking soda, peanut oil",vegetarian,5,10,spicy,snack,Gujarat,West,"Khichu is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 5 minutes and cooking time is 10 minutes. Main ingredients include Rice flour, sesame seeds, baking soda, peanut oil."
Thepla,"Chickpea flour, methi leaves, jowar flour, wheat flour",vegetarian,15,30,spicy,snack,Gujarat,West,"Thepla is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 15 minutes and cooking time is 30 minutes. Main ingredients include Chickpea flour, methi leaves, jowar flour, wheat flour."
Farsi Puri,"Semolina, clarified butter, oil, white flour, black pepper",vegetarian,-1,-1,-1,snack,Gujarat,West,"Farsi Puri is a vegetarian snack from Gujarat in the West region of India. It has a -1 flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Semolina, clarified butter, oil, white flour, black pepper."
Khaman,"Yogurt, fresh coconut, sesame seeds, semolina, gram flour",vegetarian,10,20,spicy,snack,Gujarat,West,"Khaman is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Yogurt, fresh coconut, sesame seeds, semolina, gram flour."
Turiya Patra Vatana sabji,"Ridge gourd, baking soda, sugar, grated coconut, peas",vegetarian,35,40,spicy,main course,Gujarat,West,"Turiya Patra Vatana sabji is a vegetarian main course from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 35 minutes and cooking time is 40 minutes. Main ingredients include Ridge gourd, baking soda, sugar, grated coconut, peas."
Churma Ladoo,"Whole wheat flour, khus khus, sesame seeds, dry coconut, gur",vegetarian,12,40,sweet,dessert,Rajasthan,West,"Churma Ladoo is a vegetarian dessert from Rajasthan in the West region of India. It has a sweet flavor. Preparation time is 12 minutes and cooking time is 40 minutes. Main ingredients include Whole wheat flour, khus khus, sesame seeds, dry coconut, gur."
Cheera Doi,"Rice, mango, curd",vegetarian,-1,-1,sweet,dessert,West Bengal,East,"Cheera Doi is a vegetarian dessert from West Bengal in the East region of India. It has a sweet flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Rice, mango, curd."
Gheela Pitha,"Sticky rice, rice flour, jaggery, orange rind",vegetarian,10,30,sweet,dessert,Assam,North East,"Gheela Pitha is a vegetarian dessert from Assam in the North East region of India. It has a sweet flavor. Preparation time is 10 minutes and cooking time is 30 minutes. Main ingredients include Sticky rice, rice flour, jaggery, orange rind."
Khar,"Raw papaya, panch phoran masala, nigella seeds, mustard oil, fennel seeds",vegetarian,10,20,-1,main course,Assam,North East,"Khar is a vegetarian main course from Assam in the North East region of India. It has a -1 flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Raw papaya, panch phoran masala, nigella seeds, mustard oil, fennel seeds."
Kumol Sawul,"Rice, eggs, carrot, beetroot",non vegetarian,-1,-1,spicy,main course,Assam,North East,"Kumol Sawul is a non vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Rice, eggs, carrot, beetroot."
Luchi,"Maida, vegetable oil",vegetarian,20,30,-1,main course,West Bengal,East,"Luchi is a vegetarian main course from West Bengal in the East region of India. It has a -1 flavor. Preparation time is 20 minutes and cooking time is 30 minutes. Main ingredients include Maida, vegetable oil."
Alu Pitika,"Potatoes, mustard oil, fish, green chillies",non vegetarian,5,20,spicy,main course,Assam,North East,"Alu Pitika is a non vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is 5 minutes and cooking time is 20 minutes. Main ingredients include Potatoes, mustard oil, fish, green chillies."
Masor tenga,"Ridge gourd, fish, lemon, tomatoes, mustard oil",non vegetarian,15,25,spicy,main course,Assam,North East,"Masor tenga is a non vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is 15 minutes and cooking time is 25 minutes. Main ingredients include Ridge gourd, fish, lemon, tomatoes, mustard oil."
Bengena Pitika,"Brinjal, onions, salt, sesame seeds, coriander",vegetarian,-1,-1,-1,main course,Assam,North East,"Bengena Pitika is a vegetarian main course from Assam in the North East region of India. It has a -1 flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Brinjal, onions, salt, sesame seeds, coriander."
Bilahi Maas,"Potatoes, garam masala, tomatoes, mustard oil, bay leaf",non vegetarian,10,20,-1,main course,Assam,North East,"Bilahi Maas is a non vegetarian main course from Assam in the North East region of India. It has a -1 flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Potatoes, garam masala, tomatoes, mustard oil, bay leaf."
Black rice,"Forbidden black rice, chicken, olive oil, slivered almonds, garlic powder",non vegetarian,-1,-1,-1,main course,Manipur,North East,"Black rice is a non vegetarian main course from Manipur in the North East region of India. It has a -1 flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Forbidden black rice, chicken, olive oil, slivered almonds, garlic powder."
Bora Sawul,"Biryani masala, mixed vegetables, yellow moong daal, whole red, mustard seeds",vegetarian,-1,-1,spicy,main course,Assam,North East,"Bora Sawul is a vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Biryani masala, mixed vegetables, yellow moong daal, whole red, mustard seeds."
Brown Rice,"Brown rice, soy sauce, olive oil",vegetarian,15,25,-1,main course,-1,-1,"Brown Rice is a vegetarian main course from -1 in the -1 region of India. It has a -1 flavor. Preparation time is 15 minutes and cooking time is 25 minutes. Main ingredients include Brown rice, soy sauce, olive oil."
Chingri malai curry,"Coconut milk, lobster, fresh green chilli, ginger, red onion",non vegetarian,10,40,spicy,main course,West Bengal,East,"Chingri malai curry is a non vegetarian main course from West Bengal in the East region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 40 minutes. Main ingredients include Coconut milk, lobster, fresh green chilli, ginger, red onion."
Goja,"Baking soda, clarified butter, oil, all purpose flour",vegetarian,20,60,sweet,dessert,West Bengal,East,"Goja is a vegetarian dessert from West Bengal in the East region of India. It has a sweet flavor. Preparation time is 20 minutes and cooking time is 60 minutes. Main ingredients include Baking soda, clarified butter, oil, all purpose flour."
Hando Guri,"Jaggery, raisins",vegetarian,-1,-1,sweet,dessert,Assam,North East,"Hando Guri is a vegetarian dessert from Assam in the North East region of India. It has a sweet flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Jaggery, raisins."
Haq Maas,"Lamb, garam masala powder, curd, turmeric, bay leaf",non vegetarian,20,40,spicy,main course,Assam,North East,"Haq Maas is a non vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 40 minutes. Main ingredients include Lamb, garam masala powder, curd, turmeric, bay leaf."
Chingri Bhape,"Coconut, prawns, curd, mustard seed, green chili",non vegetarian,15,30,-1,main course,West Bengal,East,"Chingri Bhape is a non vegetarian main course from West Bengal in the East region of India. It has a -1 flavor. Preparation time is 15 minutes and cooking time is 30 minutes. Main ingredients include Coconut, prawns, curd, mustard seed, green chili."
Kabiraji,"Fish fillet, besan, lemon, mint, ginger",non vegetarian,-1,-1,spicy,main course,West Bengal,East,"Kabiraji is a non vegetarian main course from West Bengal in the East region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Fish fillet, besan, lemon, mint, ginger."
Khorisa,"Fermented bamboo shoot, potato, ginger, green, mustard oil",vegetarian,-1,-1,spicy,main course,Assam,North East,"Khorisa is a vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Fermented bamboo shoot, potato, ginger, green, mustard oil."
Koldil Chicken,"Banana flower, chicken, green chili, mustard oil, lemon juice",non vegetarian,-1,-1,spicy,main course,Assam,North East,"Koldil Chicken is a non vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Banana flower, chicken, green chili, mustard oil, lemon juice."
Konir Dom,"Aloo, tomatoes, mustard oil, bay leaf, cinnamon stick",non vegetarian,-1,-1,spicy,main course,Assam,North East,"Konir Dom is a non vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Aloo, tomatoes, mustard oil, bay leaf, cinnamon stick."
Koldil Duck,"Rice flour, mutton, banana, gram flour, olive oil, baking powder",non vegetarian,-1,-1,spicy,main course,Assam,North East,"Koldil Duck is a non vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Rice flour, mutton, banana, gram flour, olive oil, baking powder."
Masor Koni,"Fish roe, pumpkin flowers, mustard oil, turmeric, tomato",non vegetarian,-1,-1,spicy,main course,Assam,North East,"Masor Koni is a non vegetarian main course from Assam in the North East region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Fish roe, pumpkin flowers, mustard oil, turmeric, tomato."
Mishti Chholar Dal,"Chana dal, fresh coconut, ginger, cinnamon, raisins",vegetarian,10,30,sweet,main course,West Bengal,East,"Mishti Chholar Dal is a vegetarian main course from West Bengal in the East region of India. It has a sweet flavor. Preparation time is 10 minutes and cooking time is 30 minutes. Main ingredients include Chana dal, fresh coconut, ginger, cinnamon, raisins."
Pakhala,"Curd, cooked rice, curry leaves, dry chilli",vegetarian,-1,-1,-1,main course,Odisha,East,"Pakhala is a vegetarian main course from Odisha in the East region of India. It has a -1 flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Curd, cooked rice, curry leaves, dry chilli."
Pani Pitha,"Tea leaves, white sesame seeds, dry coconut, soaked rice",vegetarian,10,20,-1,main course,Assam,North East,"Pani Pitha is a vegetarian main course from Assam in the North East region of India. It has a -1 flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Tea leaves, white sesame seeds, dry coconut, soaked rice."
Payokh,"Basmati rice, rose water, sugar, clarified butter, cardamom pods",vegetarian,-1,-1,sweet,dessert,Assam,North East,"Payokh is a vegetarian dessert from Assam in the North East region of India. It has a sweet flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Basmati rice, rose water, sugar, clarified butter, cardamom pods."
Prawn malai curry,"Coconut milk, prawns, garlic, turmeric, sugar",non vegetarian,15,50,spicy,main course,West Bengal,East,"Prawn malai curry is a non vegetarian main course from West Bengal in the East region of India. It has a spicy flavor. Preparation time is 15 minutes and cooking time is 50 minutes. Main ingredients include Coconut milk, prawns, garlic, turmeric, sugar."
Red Rice,"Red pepper, red onion, butter, watercress, olive oil",vegetarian,-1,-1,-1,main course,-1,-1,"Red Rice is a vegetarian main course from -1 in the -1 region of India. It has a -1 flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Red pepper, red onion, butter, watercress, olive oil."
Shukto,"Green beans, bitter gourd, ridge gourd, banana, brinjal",vegetarian,10,20,spicy,main course,West Bengal,East,"Shukto is a vegetarian main course from West Bengal in the East region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Green beans, bitter gourd, ridge gourd, banana, brinjal."
Til Pitha,"Glutinous rice, black sesame seeds, gur",vegetarian,5,30,sweet,dessert,Assam,North East,"Til Pitha is a vegetarian dessert from Assam in the North East region of India. It has a sweet flavor. Preparation time is 5 minutes and cooking time is 30 minutes. Main ingredients include Glutinous rice, black sesame seeds, gur."
Bebinca,"Coconut milk, egg yolks, clarified butter, all purpose flour",vegetarian,20,60,sweet,dessert,Goa,West,"Bebinca is a vegetarian dessert from Goa in the West region of India. It has a sweet flavor. Preparation time is 20 minutes and cooking time is 60 minutes. Main ingredients include Coconut milk, egg yolks, clarified butter, all purpose flour."
Shufta,"Cottage cheese, dry dates, dried rose petals, pistachio, badam",vegetarian,-1,-1,sweet,dessert,Jammu & Kashmir,North,"Shufta is a vegetarian dessert from Jammu & Kashmir in the North region of India. It has a sweet flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Cottage cheese, dry dates, dried rose petals, pistachio, badam."
Mawa Bati,"Milk powder, dry fruits, arrowroot powder, all purpose flour",vegetarian,20,45,sweet,dessert,Madhya Pradesh,Central,"Mawa Bati is a vegetarian dessert from Madhya Pradesh in the Central region of India. It has a sweet flavor. Preparation time is 20 minutes and cooking time is 45 minutes. Main ingredients include Milk powder, dry fruits, arrowroot powder, all purpose flour."
Pinaca,"Brown rice, fennel seeds, grated coconut, black pepper, ginger powder",vegetarian,-1,-1,sweet,dessert,Goa,West,"Pinaca is a vegetarian dessert from Goa in the West region of India. It has a sweet flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Brown rice, fennel seeds, grated coconut, black pepper, ginger powder."
