name,ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region,description,recipe_dict
Makki di roti sarson da saag,"Palak, makki atta, mustard green, garam masala, ginger",vegetarian,25,30,spicy,main course,Punjab,North,"Makki di roti sarson da saag is a vegetarian main course from Punjab in the North region of India. It has a spicy flavor. Preparation time is 25 minutes and cooking time is 30 minutes. Main ingredients include Palak, makki atta, mustard green, garam masala, ginger.","{'name': 'Makki di roti sarson da saag', 'ingredients': 'Palak, makki atta, mustard green, garam masala, ginger', 'diet': 'vegetarian', 'prep_time': 25, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Punjab', 'region': 'North'}"
Misi roti,"Whole wheat flour, chickpea flour, green chilies",vegetarian,30,30,spicy,main course,Punjab,North,"Misi roti is a vegetarian main course from Punjab in the North region of India. It has a spicy flavor. Preparation time is 30 minutes and cooking time is 30 minutes. Main ingredients include Whole wheat flour, chickpea flour, green chilies.","{'name': 'Misi Roti', 'ingredients': 'Whole wheat flour, chickpea flour, green chilies', 'diet': 'vegetarian', 'prep_time': 30, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Punjab', 'region': 'North'}"
Mushroom do pyaza,"Mushroom, malai, garam masala, ginger, capsicum",vegetarian,10,30,spicy,main course,Punjab,North,"Mushroom do pyaza is a vegetarian main course from Punjab in the North region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 30 minutes. Main ingredients include Mushroom, malai, garam masala, ginger, capsicum.","{'name': 'Mushroom do pyaza', 'ingredients': 'Mushroom, malai, garam masala, ginger, capsicum', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Punjab', 'region': 'North'}"
Mushroom matar,"Canned coconut milk, frozen green peas, wild mushrooms, garam masala, tomatoes",vegetarian,10,30,spicy,main course,Punjab,North,"Mushroom matar is a vegetarian main course from Punjab in the North region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 30 minutes. Main ingredients include Canned coconut milk, frozen green peas, wild mushrooms, garam masala, tomatoes.","{'name': 'Mushroom Matar', 'ingredients': 'Canned coconut milk, frozen green peas, wild mushrooms, garam masala, tomatoes', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Punjab', 'region': 'North'}"
Naan,"Whole wheat flour, honey, butter, garlic",vegetarian,60,30,-1,main course,Punjab,North,"Naan is a vegetarian main course from Punjab in the North region of India. It has a -1 flavor. Preparation time is 60 minutes and cooking time is 30 minutes. Main ingredients include Whole wheat flour, honey, butter, garlic.","{'name': 'Naan', 'ingredients': 'Whole wheat flour, honey, butter, garlic', 'diet': 'vegetarian', 'prep_time': 60, 'cook_time': 30, 'flavor_profile': '-1', 'course': 'main course', 'state': 'Punjab', 'region': 'North'}"
Navrattan korma,"Green beans, potatoes, khus khus, low fat, garam masala powder",vegetarian,25,40,spicy,main course,Uttar Pradesh,North,"Navrattan korma is a vegetarian main course from Uttar Pradesh in the North region of India. It has a spicy flavor. Preparation time is 25 minutes and cooking time is 40 minutes. Main ingredients include Green beans, potatoes, khus khus, low fat, garam masala powder.","{'name': 'Navrattan Korma', 'ingredients': 'Green beans, potatoes, khus khus, low fat, garam masala powder', 'diet': 'vegetarian', 'prep_time': 25, 'cook_time': 40, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Uttar Pradesh', 'region': 'North'}"
Palak paneer,"Cottage cheese, palak, cream, garam masala, butter",vegetarian,20,40,spicy,main course,Punjab,North,"Palak paneer is a vegetarian main course from Punjab in the North region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 40 minutes. Main ingredients include Cottage cheese, palak, cream, garam masala, butter.","{'name': 'Palak Paneer', 'ingredients': 'Cottage cheese, palak, cream, garam masala, butter', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 40, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Punjab', 'region': 'North'}"
Paneer butter masala,"Paneer, whipping cream, garam masala, cashew nuts, butter",vegetarian,20,40,spicy,main course,Punjab,North,"Paneer butter masala is a vegetarian main course from Punjab in the North region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 40 minutes. Main ingredients include Paneer, whipping cream, garam masala, cashew nuts, butter.","{'name': 'Paneer Butter Masala', 'ingredients': 'Paneer, whipping cream, garam masala, cashew nuts, butter', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 40, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Punjab', 'region': 'North'}"
Paneer tikka masala,"Paneer, greek yogurt, tandoori masala, cream, bell pepper",vegetarian,20,40,spicy,main course,Punjab,North,"Paneer tikka masala is a vegetarian main course from Punjab in the North region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 40 minutes. Main ingredients include Paneer, greek yogurt, tandoori masala, cream, bell pepper.","{'name': 'Paneer Tikka Masala', 'ingredients': 'Paneer, greek yogurt, tandoori masala, cream, bell pepper', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 40, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Punjab', 'region': 'North'}"
Pani puri,"Kala chana, mashed potato, boondi, sev, lemon",vegetarian,15,2,spicy,snack,-1,-1,"Pani puri is a vegetarian snack from -1 in the -1 region of India. It has a spicy flavor. Preparation time is 15 minutes and cooking time is 2 minutes. Main ingredients include Kala chana, mashed potato, boondi, sev, lemon.","{'name': 'Pani Puri', 'ingredients': 'Kala chana, mashed potato, boondi, sev, lemon', 'diet': 'vegetarian', 'prep_time': 15, 'cook_time': 2, 'flavor_profile': 'spicy', 'course': 'snack', 'state': '-1', 'region': '-1'}"
Panjeeri,"Whole wheat flour, musk melon seeds, poppy seeds, edible gum, semolina",vegetarian,10,25,sweet,dessert,Uttar Pradesh,,"Panjeeri is a vegetarian dessert from Uttar Pradesh in the nan region of India. It has a sweet flavor. Preparation time is 10 minutes and cooking time is 25 minutes. Main ingredients include Whole wheat flour, musk melon seeds, poppy seeds, edible gum, semolina.","{'name': 'Panjeeri', 'ingredients': 'Whole wheat flour, musk melon seeds, poppy seeds, edible gum, semolina', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 25, 'flavor_profile': 'sweet', 'course': 'dessert', 'state': 'Uttar Pradesh', 'region': 'North'}"
Papad,"Urad dal, sev, lemon juice, chopped tomatoes",vegetarian,5,5,spicy,snack,-1,-1,"Papad is a vegetarian snack from -1 in the -1 region of India. It has a spicy flavor. Preparation time is 5 minutes and cooking time is 5 minutes. Main ingredients include Urad dal, sev, lemon juice, chopped tomatoes.","{'name': 'Papad', 'ingredients': 'Urad dal, sev, lemon juice, chopped tomatoes', 'diet': 'vegetarian', 'prep_time': 5, 'cook_time': 5, 'flavor_profile': 'spicy', 'course': 'snack', 'state': '-1', 'region': '-1'}"
Paratha,"Wheat flour, butter, potato, coriander",vegetarian,15,45,spicy,main course,Punjab,North,"Paratha is a vegetarian main course from Punjab in the North region of India. It has a spicy flavor. Preparation time is 15 minutes and cooking time is 45 minutes. Main ingredients include Wheat flour, butter, potato, coriander.","{'name': 'Paratha', 'ingredients': 'Wheat flour, butter, potato, coriander', 'diet': 'vegetarian', 'prep_time': 15, 'cook_time': 45, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Punjab', 'region': 'North'}"
Pattor,"Arbi ke patte, sesame seeds, gur, bengal gram flour, imli",vegetarian,10,30,spicy,main course,Rajasthan,West,"Pattor is a vegetarian main course from Rajasthan in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 30 minutes. Main ingredients include Arbi ke patte, sesame seeds, gur, bengal gram flour, imli.","{'name': 'Pattor', 'ingredients': 'Arbi ke patte, sesame seeds, gur, bengal gram flour, imli', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Rajasthan', 'region': 'West'}"
Pindi chana,"Fennel, tea bags, tomato, kasuri methi, cinnamon",vegetarian,500,120,spicy,main course,Punjab,North,"Pindi chana is a vegetarian main course from Punjab in the North region of India. It has a spicy flavor. Preparation time is 500 minutes and cooking time is 120 minutes. Main ingredients include Fennel, tea bags, tomato, kasuri methi, cinnamon.","{'name': 'Pindi Chana', 'ingredients': 'Fennel, tea bags, tomato, kasuri methi, cinnamon', 'diet': 'vegetarian', 'prep_time': 500, 'cook_time': 120, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Punjab', 'region': 'North'}"
Rajma chaval,"Red kidney beans, garam masala powder, ginger, tomato, mustard oil",vegetarian,15,90,spicy,main course,-1,North,"Rajma chaval is a vegetarian main course from -1 in the North region of India. It has a spicy flavor. Preparation time is 15 minutes and cooking time is 90 minutes. Main ingredients include Red kidney beans, garam masala powder, ginger, tomato, mustard oil.","{'name': 'Rajma Chaval', 'ingredients': 'Red kidney beans, garam masala powder, ginger, tomato, mustard oil', 'diet': 'vegetarian', 'prep_time': 15, 'cook_time': 90, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'North', 'region': 'North'}"
Rongi,"Garam masala powder, tomato, kasuri methi, cinnamon, mustard oil",vegetarian,10,30,-1,main course,Punjab,North,"Rongi is a vegetarian main course from Punjab in the North region of India. It has a -1 flavor. Preparation time is 10 minutes and cooking time is 30 minutes. Main ingredients include Garam masala powder, tomato, kasuri methi, cinnamon, mustard oil.","{'name': 'Rongi', 'ingredients': 'Garam masala powder, tomato, kasuri methi, cinnamon, mustard oil', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 30, 'flavor_profile': '-1', 'course': 'main course', 'state': 'Punjab', 'region': 'North'}"
Samosa,"Potatoes, green peas, garam masala, ginger, dough",vegetarian,30,30,spicy,snack,-1,-1,"Samosa is a vegetarian snack from -1 in the -1 region of India. It has a spicy flavor. Preparation time is 30 minutes and cooking time is 30 minutes. Main ingredients include Potatoes, green peas, garam masala, ginger, dough.","{'name': 'Samosa', 'ingredients': 'Potatoes, green peas, garam masala, ginger, dough', 'diet': 'vegetarian', 'prep_time': 30, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'snack', 'state': '-1', 'region': '-1'}"
Sattu ki roti,"Sattu, atta, dough, filling, mustard oil",vegetarian,10,20,spicy,main course,Bihar,North,"Sattu ki roti is a vegetarian main course from Bihar in the North region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Sattu, atta, dough, filling, mustard oil.","{'name': 'Sattu ki roti', 'ingredients': 'Sattu, atta, dough, filling, mustard oil', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Bihar', 'region': 'North'}"
Shahi paneer,"Cottage cheese, malai, garam masala, ginger, tomato",vegetarian,20,40,spicy,main course,Punjab,North,"Shahi paneer is a vegetarian main course from Punjab in the North region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 40 minutes. Main ingredients include Cottage cheese, malai, garam masala, ginger, tomato.","{'name': 'Shahi Paneer', 'ingredients': 'Cottage cheese, malai, garam masala, ginger, tomato', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 40, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Punjab', 'region': 'North'}"
Shahi tukra,"Rose water, milk, white bread slices, saffron, almonds",vegetarian,10,30,sweet,dessert,Telangana,South,"Shahi tukra is a vegetarian dessert from Telangana in the South region of India. It has a sweet flavor. Preparation time is 10 minutes and cooking time is 30 minutes. Main ingredients include Rose water, milk, white bread slices, saffron, almonds.","{'name': 'Shahi Tukra', 'ingredients': 'Rose water, milk, white bread slices, saffron, almonds', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 30, 'flavor_profile': 'sweet', 'course': 'dessert', 'state': 'Telangana', 'region': 'South'}"
Vegetable jalfrezi,"Baby corn, french beans, garam masala, ginger, carrot",vegetarian,10,30,spicy,main course,Punjab,North,"Vegetable jalfrezi is a vegetarian main course from Punjab in the North region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 30 minutes. Main ingredients include Baby corn, french beans, garam masala, ginger, carrot.","{'name': 'Vegetable Jalfrezi', 'ingredients': 'Baby corn, french beans, garam masala, ginger, carrot', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Punjab', 'region': 'North'}"
Tandoori Chicken,"Greek yogurt, garam masala, kasuri methi, marinade, mustard oil",non vegetarian,240,30,spicy,main course,Punjab,North,"Tandoori Chicken is a non vegetarian main course from Punjab in the North region of India. It has a spicy flavor. Preparation time is 240 minutes and cooking time is 30 minutes. Main ingredients include Greek yogurt, garam masala, kasuri methi, marinade, mustard oil.","{'name': 'Tandoori Chicken', 'ingredients': 'Greek yogurt, garam masala, kasuri methi, marinade, mustard oil', 'diet': 'non-vegetarian', 'prep_time': 240, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Punjab', 'region': 'North'}"
Tandoori Fish Tikka,"Chickpea flour, biryani masala powder, yogurt, fish fillets, green bell pepper",non vegetarian,240,30,spicy,starter,Punjab,North,"Tandoori Fish Tikka is a non vegetarian starter from Punjab in the North region of India. It has a spicy flavor. Preparation time is 240 minutes and cooking time is 30 minutes. Main ingredients include Chickpea flour, biryani masala powder, yogurt, fish fillets, green bell pepper.","{'name': 'Tandoori Fish Tikka', 'ingredients': 'Chickpea flour, biryani masala powder, yogurt, fish fillets, green bell pepper', 'diet': 'non-vegetarian', 'prep_time': 240, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'starter', 'state': 'Punjab', 'region': 'North'}"
Attu,"Whole wheat flour, arhar dal, ginger, kala jeera, green chilli",vegetarian,150,25,spicy,snack,Andhra Pradesh,South,"Attu is a vegetarian snack from Andhra Pradesh in the South region of India. It has a spicy flavor. Preparation time is 150 minutes and cooking time is 25 minutes. Main ingredients include Whole wheat flour, arhar dal, ginger, kala jeera, green chilli.","{'name': 'Attu', 'ingredients': 'Whole wheat flour, arhar dal, ginger, kala jeera, green chilli', 'diet': 'vegetarian', 'prep_time': 150, 'cook_time': 25, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Andhra Pradesh', 'region': 'South'}"
Avial,"Raw banana, elephant foot yam, long beans, tindora, urad dal",vegetarian,30,45,spicy,main course,Kerala,South,"Avial is a vegetarian main course from Kerala in the South region of India. It has a spicy flavor. Preparation time is 30 minutes and cooking time is 45 minutes. Main ingredients include Raw banana, elephant foot yam, long beans, tindora, urad dal.","{'name': 'Avial', 'ingredients': 'Raw banana, elephant foot yam, long beans, tindora, urad dal', 'diet': 'vegetarian', 'prep_time': 30, 'cook_time': 45, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Kerala', 'region': 'South'}"
Bisi bele bath,"Split pigeon peas, chana dal, urad dal, green peas, french beans",vegetarian,30,45,spicy,main course,Karnataka,South,"Bisi bele bath is a vegetarian main course from Karnataka in the South region of India. It has a spicy flavor. Preparation time is 30 minutes and cooking time is 45 minutes. Main ingredients include Split pigeon peas, chana dal, urad dal, green peas, french beans.","{'name': 'Bisi bele bath', 'ingredients': 'Split pigeon peas, chana dal, urad dal, green peas, french beans', 'diet': 'vegetarian', 'prep_time': 30, 'cook_time': 45, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Karnataka', 'region': 'South'}"
Currivepillai sadam ,"Chana dal, urad dal, fresh coconut, sesame seeds, curry leaves",vegetarian,10,20,spicy,main course,Tamil Nadu,South,"Currivepillai sadam  is a vegetarian main course from Tamil Nadu in the South region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Chana dal, urad dal, fresh coconut, sesame seeds, curry leaves.","{'name': 'Currivepillai sadam', 'ingredients': 'Chana dal, urad dal, fresh coconut, sesame seeds, curry leaves', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Tamil Nadu', 'region': 'South'}"
Dosa,"Chana dal, urad dal, whole urad dal, blend rice, rock salt",vegetarian,360,90,spicy,snack,-1,South,"Dosa is a vegetarian snack from -1 in the South region of India. It has a spicy flavor. Preparation time is 360 minutes and cooking time is 90 minutes. Main ingredients include Chana dal, urad dal, whole urad dal, blend rice, rock salt.","{'name': 'Dosa', 'ingredients': 'Chana dal, urad dal, whole urad dal, blend rice, rock salt', 'diet': 'vegetarian', 'prep_time': 360, 'cook_time': 90, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'South', 'region': 'South'}"
Idiappam,"Rice flour, hot water, grated coconut",vegetarian,120,30,spicy,snack,Tamil Nadu,South,"Idiappam is a vegetarian snack from Tamil Nadu in the South region of India. It has a spicy flavor. Preparation time is 120 minutes and cooking time is 30 minutes. Main ingredients include Rice flour, hot water, grated coconut.","{'name': 'Idiappam', 'ingredients': 'Rice flour, hot water, grated coconut', 'diet': 'vegetarian', 'prep_time': 120, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Tamil Nadu', 'region': 'South'}"
Idli,"Split urad dal, urad dal, idli rice, thick poha, rock salt",vegetarian,360,90,spicy,snack,-1,South,"Idli is a vegetarian snack from -1 in the South region of India. It has a spicy flavor. Preparation time is 360 minutes and cooking time is 90 minutes. Main ingredients include Split urad dal, urad dal, idli rice, thick poha, rock salt.","{'name': 'Idli', 'ingredients': 'Split urad dal, urad dal, idli rice, thick poha, rock salt', 'diet': 'vegetarian', 'prep_time': 360, 'cook_time': 90, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'South', 'region': 'South'}"
Kanji,"Carrot, yellow mustard, red chilli, black salt",vegetarian,10,45,-1,snack,Kerala,South,"Kanji is a vegetarian snack from Kerala in the South region of India. It has a -1 flavor. Preparation time is 10 minutes and cooking time is 45 minutes. Main ingredients include Carrot, yellow mustard, red chilli, black salt.","{'name': 'Kanji', 'ingredients': 'Carrot, yellow mustard, red chilli, black salt', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 45, 'flavor_profile': 'savoury', 'course': 'snack', 'state': 'Kerala', 'region': 'South'}"
Kaara kozhambu,"Sesame oil, drumstick, tamarind paste, sambar powder, tomato",vegetarian,-1,-1,spicy,main course,Tamil Nadu,South,"Kaara kozhambu is a vegetarian main course from Tamil Nadu in the South region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Sesame oil, drumstick, tamarind paste, sambar powder, tomato.","{'name': 'Kaara Kozhambu', 'ingredients': 'Sesame oil, drumstick, tamarind paste, sambar powder, tomato', 'diet': 'vegetarian', 'prep_time': -1, 'cook_time': -1, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Tamil Nadu', 'region': 'South'}"
Keerai kootu,"Moong dal, chana dal, spinach, urad dal, coconut oil",vegetarian,20,30,spicy,main course,Tamil Nadu,South,"Keerai kootu is a vegetarian main course from Tamil Nadu in the South region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 30 minutes. Main ingredients include Moong dal, chana dal, spinach, urad dal, coconut oil.","{'name': 'Keerai Kootu', 'ingredients': 'Moong dal, chana dal, spinach, urad dal, coconut oil', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Tamil Nadu', 'region': 'South'}"
Keerai masiyal,"Urad dal, curry leaves, sugar, mustard seeds, spinach",vegetarian,-1,-1,spicy,main course,Tamil Nadu,South,"Keerai masiyal is a vegetarian main course from Tamil Nadu in the South region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Urad dal, curry leaves, sugar, mustard seeds, spinach.","{'name': 'Keerai Masiyal', 'ingredients': 'Urad dal, curry leaves, sugar, mustard seeds, spinach', 'diet': 'vegetarian', 'prep_time': -1, 'cook_time': -1, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Tamil Nadu', 'region': 'South'}"
Keerai sadam,"Greens, tomato, mustard seeds, fenugreek seeds",vegetarian,10,20,spicy,main course,Tamil Nadu,South,"Keerai sadam is a vegetarian main course from Tamil Nadu in the South region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Greens, tomato, mustard seeds, fenugreek seeds.","{'name': 'Keerai Sadam', 'ingredients': 'Greens, tomato, mustard seeds, fenugreek seeds', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Tamil Nadu', 'region': 'South'}"
Keerai poriyal,"Amaranth leaves, split urad dal, mustard seeds, grated coconut, red chili",vegetarian,20,30,spicy,main course,Tamil Nadu,South,"Keerai poriyal is a vegetarian main course from Tamil Nadu in the South region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 30 minutes. Main ingredients include Amaranth leaves, split urad dal, mustard seeds, grated coconut, red chili.","{'name': 'Keerai Poriyal', 'ingredients': 'Amaranth leaves, split urad dal, mustard seeds, grated coconut, red chili', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Tamil Nadu', 'region': 'South'}"
Beef Fry,"Beef, coconut, garam masala, curry leaves, green chilies, chili powder",non vegetarian,10,60,spicy,main course,Kerala,South,"Beef Fry is a non vegetarian main course from Kerala in the South region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 60 minutes. Main ingredients include Beef, coconut, garam masala, curry leaves, green chilies, chili powder.","{'name': 'Beef Fry', 'ingredients': 'Beef, coconut, garam masala, curry leaves, green chilies, chili powder', 'diet': 'non-vegetarian', 'prep_time': 10, 'cook_time': 60, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Kerala', 'region': 'South'}"
Kootu,"Chana dal, urad dal, potato, beans, peas",vegetarian,10,15,spicy,main course,Tamil Nadu,South,"Kootu is a vegetarian main course from Tamil Nadu in the South region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 15 minutes. Main ingredients include Chana dal, urad dal, potato, beans, peas.","{'name': 'Kootu', 'ingredients': 'Chana dal, urad dal, potato, beans, peas', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 15, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Tamil Nadu', 'region': 'South'}"
Kos kootu,"Moong dal, chana dal, cabbage, tamarind, curry leaves",vegetarian,10,20,spicy,main course,Tamil Nadu,South,"Kos kootu is a vegetarian main course from Tamil Nadu in the South region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Moong dal, chana dal, cabbage, tamarind, curry leaves.","{'name': 'Kos Kootu', 'ingredients': 'Moong dal, chana dal, cabbage, tamarind, curry leaves', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Tamil Nadu', 'region': 'South'}"
Koshambri,"Moong dal, cucumber, curry leaves, green chili, lemon juice",vegetarian,10,20,spicy,main course,Karnataka,South,"Koshambri is a vegetarian main course from Karnataka in the South region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Moong dal, cucumber, curry leaves, green chili, lemon juice.","{'name': 'Koshambri', 'ingredients': 'Moong dal, cucumber, curry leaves, green chili, lemon juice', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Karnataka', 'region': 'South'}"
Kothamali sadam,"Chana dal, urad dal, gooseberry, raw rice, curry leaves",vegetarian,10,20,spicy,main course,Tamil Nadu,South,"Kothamali sadam is a vegetarian main course from Tamil Nadu in the South region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Chana dal, urad dal, gooseberry, raw rice, curry leaves.","{'name': 'Kothamali Sadam', 'ingredients': 'Chana dal, urad dal, gooseberry, raw rice, curry leaves', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Tamil Nadu', 'region': 'South'}"
Kuzhakkattai,"Sesame oil, raw rice, jaggery, grated coconut",vegetarian,10,90,spicy,main course,Tamil Nadu,South,"Kuzhakkattai is a vegetarian main course from Tamil Nadu in the South region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 90 minutes. Main ingredients include Sesame oil, raw rice, jaggery, grated coconut.","{'name': 'Kuzhakkattai', 'ingredients': 'Sesame oil, raw rice, jaggery, grated coconut', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 90, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Tamil Nadu', 'region': 'South'}"
Kuzhambu,"Pearl onions, urad dal, drumsticks, tomato, curry leaves",vegetarian,5,30,spicy,main course,Tamil Nadu,South,"Kuzhambu is a vegetarian main course from Tamil Nadu in the South region of India. It has a spicy flavor. Preparation time is 5 minutes and cooking time is 30 minutes. Main ingredients include Pearl onions, urad dal, drumsticks, tomato, curry leaves.","{'name': 'Kuzhambu', 'ingredients': 'Pearl onions, urad dal, drumsticks, tomato, curry leaves', 'diet': 'vegetarian', 'prep_time': 5, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Tamil Nadu', 'region': 'South'}"
Masala Dosa,"Chana dal, urad dal, potatoes, idli rice, thick poha",vegetarian,360,90,spicy,snack,-1,South,"Masala Dosa is a vegetarian snack from -1 in the South region of India. It has a spicy flavor. Preparation time is 360 minutes and cooking time is 90 minutes. Main ingredients include Chana dal, urad dal, potatoes, idli rice, thick poha.","{'name': 'Masala Dosa', 'ingredients': 'Chana dal, urad dal, potatoes, idli rice, thick poha', 'diet': 'vegetarian', 'prep_time': 360, 'cook_time': 90, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'South', 'region': 'South'}"
Pachadi,"Coconut oil, cucumber, curd, curry leaves, mustard seeds",vegetarian,10,25,-1,main course,-1,South,"Pachadi is a vegetarian main course from -1 in the South region of India. It has a -1 flavor. Preparation time is 10 minutes and cooking time is 25 minutes. Main ingredients include Coconut oil, cucumber, curd, curry leaves, mustard seeds.","{'name': 'Pachadi', 'ingredients': 'Coconut oil, cucumber, curd, curry leaves, mustard seeds', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 25, 'flavor_profile': 'mild', 'course': 'main course', 'state': 'South', 'region': 'South'}"
Paniyaram,"Yogurt, ginger, curry leaves, baking soda, green chilli",vegetarian,10,20,-1,main course,Tamil Nadu,South,"Paniyaram is a vegetarian main course from Tamil Nadu in the South region of India. It has a -1 flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Yogurt, ginger, curry leaves, baking soda, green chilli.","{'name': 'Paniyaram', 'ingredients': 'Yogurt, ginger, curry leaves, baking soda, green chilli', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': 'neutral', 'course': 'main course', 'state': 'Tamil Nadu', 'region': 'South'}"
Papadum,"Lentils, black pepper, vegetable oil",vegetarian,5,5,spicy,snack,Kerala,South,"Papadum is a vegetarian snack from Kerala in the South region of India. It has a spicy flavor. Preparation time is 5 minutes and cooking time is 5 minutes. Main ingredients include Lentils, black pepper, vegetable oil.","{'name': 'Papadum', 'ingredients': 'Lentils, black pepper, vegetable oil', 'diet': 'vegetarian', 'prep_time': 5, 'cook_time': 5, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Kerala', 'region': 'South'}"
